station,valid,tmpf,tmpc,relh,sknt,p01m
SBVT,2010-01-18 02:00,80.60,27.00,83.66,2.00,null
SBVT,2010-01-18 03:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-18 04:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-18 05:00,77.00,25.00,88.67,0.00,null
SBVT,2010-01-18 06:00,76.64,24.80,91.38,0.00,null
SBVT,2010-01-18 07:00,77.00,25.00,88.67,0.00,null
SBVT,2010-01-18 08:00,75.20,24.00,94.14,6.00,null
SBVT,2010-01-18 09:00,78.80,26.00,83.55,4.00,null
SBVT,2010-01-18 10:00,82.40,28.00,69.90,6.00,null
SBVT,2010-01-18 11:00,84.20,29.00,70.08,6.00,null
SBVT,2010-01-18 12:00,86.00,30.00,62.25,4.00,0.00
SBVT,2010-01-18 13:00,91.40,33.00,59.24,3.00,null
SBVT,2010-01-18 14:00,93.20,34.00,59.47,8.00,null
SBVT,2010-01-18 15:00,91.40,33.00,55.77,12.00,null
SBVT,2010-01-18 16:00,91.40,33.00,55.77,12.00,null
SBVT,2010-01-18 17:00,91.40,33.00,55.77,18.00,null
SBVT,2010-01-18 18:00,89.24,31.80,61.89,16.00,null
SBVT,2010-01-18 19:00,87.80,31.00,66.35,12.00,null
SBVT,2010-01-18 20:00,86.00,30.00,70.27,14.00,null
SBVT,2010-01-18 21:00,84.20,29.00,70.08,8.00,null
SBVT,2010-01-18 22:00,82.40,28.00,74.28,10.00,null
SBVT,2010-01-18 23:00,80.60,27.00,78.76,7.00,null
SBVT,2010-01-19 00:00,80.96,27.20,80.72,4.00,null
SBVT,2010-01-19 01:00,80.60,27.00,83.66,6.00,null
SBVT,2010-01-19 02:00,78.80,26.00,88.75,8.00,null
SBVT,2010-01-19 03:00,80.60,27.00,83.66,6.00,null
SBVT,2010-01-19 04:00,78.80,26.00,88.75,5.00,null
SBVT,2010-01-19 05:00,78.80,26.00,88.75,6.00,null
SBVT,2010-01-19 06:00,78.80,26.00,89.82,6.00,null
SBVT,2010-01-19 07:00,78.80,26.00,88.75,9.00,null
SBVT,2010-01-19 08:00,78.80,26.00,88.75,6.00,null
SBVT,2010-01-19 09:00,78.80,26.00,83.55,4.00,null
SBVT,2010-01-19 10:00,82.40,28.00,69.90,8.00,null
SBVT,2010-01-19 11:00,84.20,29.00,58.32,10.00,null
SBVT,2010-01-19 12:00,87.80,31.00,54.95,12.00,null
SBVT,2010-01-19 13:00,91.40,33.00,46.41,18.00,null
SBVT,2010-01-19 14:00,91.40,33.00,46.41,16.00,null
SBVT,2010-01-19 15:00,91.40,33.00,55.77,18.00,null
SBVT,2010-01-19 16:00,91.40,33.00,52.48,18.00,null
SBVT,2010-01-19 17:00,91.40,33.00,55.77,22.00,null
SBVT,2010-01-19 18:00,91.04,32.80,58.13,26.00,null
SBVT,2010-01-19 19:00,89.60,32.00,62.68,22.00,null
SBVT,2010-01-19 20:00,86.00,30.00,66.15,22.00,null
SBVT,2010-01-19 21:00,84.20,29.00,74.44,20.00,null
SBVT,2010-01-19 22:00,82.40,28.00,74.28,14.00,null
SBVT,2010-01-19 23:00,82.40,28.00,69.90,10.00,null
SBVT,2010-01-20 00:00,81.50,27.50,70.23,4.00,null
SBVT,2010-01-20 01:00,80.60,27.00,74.11,6.00,null
SBVT,2010-01-20 02:00,80.60,27.00,74.11,6.00,null
SBVT,2010-01-20 03:00,80.60,27.00,78.76,7.00,null
SBVT,2010-01-20 04:00,78.80,26.00,83.55,6.00,null
SBVT,2010-01-20 05:00,78.80,26.00,83.55,7.00,null
SBVT,2010-01-20 06:00,77.90,25.50,82.99,7.00,null
SBVT,2010-01-20 07:00,77.00,25.00,88.67,2.00,null
SBVT,2010-01-20 08:00,77.00,25.00,83.44,3.00,null
SBVT,2010-01-20 09:00,78.80,26.00,88.75,2.00,null
SBVT,2010-01-20 10:00,82.40,28.00,74.28,6.00,null
SBVT,2010-01-20 11:00,86.00,30.00,62.25,10.00,null
SBVT,2010-01-20 12:00,86.90,30.50,60.86,10.00,null
SBVT,2010-01-20 13:00,89.60,32.00,55.53,20.00,null
SBVT,2010-01-20 14:00,91.40,33.00,52.48,20.00,null
SBVT,2010-01-20 15:00,93.20,34.00,49.62,18.00,null
SBVT,2010-01-20 16:00,93.20,34.00,49.62,18.00,null
SBVT,2010-01-20 17:00,93.20,34.00,49.62,20.00,null
SBVT,2010-01-20 18:00,92.84,33.80,52.04,24.00,null
SBVT,2010-01-20 19:00,89.60,32.00,46.14,20.00,null
SBVT,2010-01-20 20:00,86.00,30.00,51.72,24.00,null
SBVT,2010-01-20 21:00,84.20,29.00,54.80,20.00,null
SBVT,2010-01-20 22:00,84.20,29.00,58.32,19.00,null
SBVT,2010-01-20 23:00,82.40,28.00,61.81,15.00,null
SBVT,2010-01-21 00:00,81.32,27.40,64.81,14.00,null
SBVT,2010-01-21 01:00,80.60,27.00,65.54,8.00,null
SBVT,2010-01-21 02:00,78.80,26.00,69.52,6.00,null
SBVT,2010-01-21 03:00,80.60,27.00,74.11,5.00,null
SBVT,2010-01-21 04:00,78.80,26.00,78.62,7.00,null
SBVT,2010-01-21 05:00,78.80,26.00,78.62,7.00,null
SBVT,2010-01-21 06:00,78.26,25.70,81.01,13.00,null
SBVT,2010-01-21 07:00,78.80,26.00,78.62,7.00,null
SBVT,2010-01-21 08:00,78.80,26.00,83.55,2.00,null
SBVT,2010-01-21 09:00,80.60,27.00,74.11,6.00,null
SBVT,2010-01-21 10:00,84.20,29.00,65.95,8.00,null
SBVT,2010-01-21 11:00,87.80,31.00,58.78,14.00,null
SBVT,2010-01-21 12:00,89.96,32.20,55.58,14.00,null
SBVT,2010-01-21 13:00,91.40,33.00,52.48,20.00,null
SBVT,2010-01-21 14:00,93.20,34.00,46.67,10.00,null
SBVT,2010-01-21 15:00,93.20,34.00,43.88,16.00,null
SBVT,2010-01-21 16:00,95.00,35.00,36.63,15.00,null
SBVT,2010-01-21 17:00,93.20,34.00,38.73,16.00,null
SBVT,2010-01-21 18:00,91.76,33.20,39.99,20.00,null
SBVT,2010-01-21 19:00,89.60,32.00,46.14,26.00,null
SBVT,2010-01-21 20:00,86.00,30.00,55.04,26.00,null
SBVT,2010-01-21 21:00,86.00,30.00,66.15,24.00,null
SBVT,2010-01-21 22:00,84.20,29.00,65.95,24.00,null
SBVT,2010-01-21 23:00,84.20,29.00,65.95,24.00,null
SBVT,2010-01-22 00:00,82.04,27.80,70.29,10.00,null
SBVT,2010-01-22 01:00,78.80,26.00,73.95,6.00,null
SBVT,2010-01-22 02:00,78.80,26.00,73.95,12.00,null
SBVT,2010-01-22 03:00,82.40,28.00,65.74,7.00,null
SBVT,2010-01-22 04:00,80.60,27.00,69.71,10.00,null
SBVT,2010-01-22 05:00,80.60,27.00,69.71,5.00,null
SBVT,2010-01-22 06:00,80.06,26.70,70.08,7.00,null
SBVT,2010-01-22 07:00,78.80,26.00,78.62,7.00,null
SBVT,2010-01-22 08:00,78.80,26.00,73.95,3.00,null
SBVT,2010-01-22 09:00,80.60,27.00,69.71,4.00,null
SBVT,2010-01-22 10:00,84.20,29.00,65.95,6.00,null
SBVT,2010-01-22 11:00,86.00,30.00,62.25,8.00,null
SBVT,2010-01-22 12:00,89.60,32.00,56.56,12.00,null
SBVT,2010-01-22 13:00,91.40,33.00,52.48,12.00,null
SBVT,2010-01-22 14:00,93.20,34.00,49.62,16.00,null
SBVT,2010-01-22 15:00,93.20,34.00,46.67,12.00,null
SBVT,2010-01-22 16:00,93.20,34.00,46.67,18.00,null
SBVT,2010-01-22 17:00,93.20,34.00,49.62,20.00,null
SBVT,2010-01-22 18:00,91.94,33.30,53.52,16.00,null
SBVT,2010-01-22 19:00,89.60,32.00,62.68,17.00,null
SBVT,2010-01-22 20:00,87.80,31.00,70.45,20.00,null
SBVT,2010-01-22 21:00,86.00,30.00,74.61,20.00,null
SBVT,2010-01-22 22:00,82.40,28.00,78.90,20.00,null
SBVT,2010-01-22 23:00,80.60,27.00,83.66,12.00,null
SBVT,2010-01-23 00:00,80.96,27.20,83.68,8.00,null
SBVT,2010-01-23 01:00,80.60,27.00,83.66,6.00,null
SBVT,2010-01-23 02:00,80.60,27.00,83.66,8.00,null
SBVT,2010-01-23 03:00,80.60,27.00,78.76,4.00,null
SBVT,2010-01-23 04:00,78.80,26.00,88.75,4.00,null
SBVT,2010-01-23 05:00,78.80,26.00,83.55,4.00,null
SBVT,2010-01-23 06:00,78.62,25.90,86.11,4.00,null
SBVT,2010-01-23 07:00,78.80,26.00,83.55,4.00,null
SBVT,2010-01-23 08:00,77.00,25.00,94.19,0.00,null
SBVT,2010-01-23 09:00,78.80,26.00,88.75,2.00,null
SBVT,2010-01-23 10:00,80.60,27.00,78.76,5.00,null
SBVT,2010-01-23 11:00,84.20,29.00,74.44,8.00,null
SBVT,2010-01-23 12:00,86.54,30.30,60.07,9.00,null
SBVT,2010-01-23 13:00,89.60,32.00,55.53,4.00,null
SBVT,2010-01-23 14:00,91.40,33.00,46.41,11.00,null
SBVT,2010-01-23 15:00,91.40,33.00,52.48,20.00,null
SBVT,2010-01-23 16:00,91.40,33.00,52.48,20.00,null
SBVT,2010-01-23 17:00,89.60,32.00,55.53,20.00,null
SBVT,2010-01-23 18:00,87.80,31.00,61.34,24.00,null
SBVT,2010-01-23 19:00,86.00,30.00,66.15,18.00,null
SBVT,2010-01-23 20:00,84.20,29.00,70.08,20.00,null
SBVT,2010-01-23 21:00,84.20,29.00,74.44,11.00,null
SBVT,2010-01-23 22:00,82.40,28.00,78.90,9.00,null
SBVT,2010-01-23 23:00,80.60,27.00,78.76,7.00,null
SBVT,2010-01-24 00:00,80.24,26.80,79.21,5.00,null
SBVT,2010-01-24 01:00,80.60,27.00,78.76,5.00,null
SBVT,2010-01-24 02:00,80.60,27.00,78.76,4.00,null
SBVT,2010-01-24 03:00,80.60,27.00,83.66,4.00,null
SBVT,2010-01-24 04:00,80.60,27.00,83.66,5.00,null
SBVT,2010-01-24 05:00,80.60,27.00,83.66,2.00,null
SBVT,2010-01-24 06:00,79.34,26.30,86.14,0.00,null
SBVT,2010-01-24 07:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-24 08:00,77.00,25.00,88.67,0.00,null
SBVT,2010-01-24 09:00,77.00,25.00,94.19,10.00,null
SBVT,2010-01-24 10:00,80.60,27.00,83.66,6.00,null
SBVT,2010-01-24 11:00,84.20,29.00,74.44,8.00,null
SBVT,2010-01-24 12:00,86.00,30.00,66.55,12.00,null
SBVT,2010-01-24 13:00,87.80,31.00,55.29,6.00,null
SBVT,2010-01-24 14:00,89.60,32.00,55.53,10.00,null
SBVT,2010-01-24 15:00,89.60,32.00,55.53,6.00,null
SBVT,2010-01-24 16:00,89.60,32.00,59.01,14.00,null
SBVT,2010-01-24 17:00,87.80,31.00,62.47,12.00,null
SBVT,2010-01-24 18:00,86.72,30.40,67.85,18.00,null
SBVT,2010-01-24 19:00,86.00,30.00,70.27,15.00,null
SBVT,2010-01-24 20:00,84.20,29.00,70.08,18.00,null
SBVT,2010-01-24 21:00,84.20,29.00,65.95,12.00,null
SBVT,2010-01-24 22:00,84.20,29.00,65.95,8.00,null
SBVT,2010-01-24 23:00,82.40,28.00,69.90,6.00,null
SBVT,2010-01-25 00:00,82.22,27.90,69.03,8.00,null
SBVT,2010-01-25 01:00,80.60,27.00,69.71,2.00,null
SBVT,2010-01-25 02:00,80.60,27.00,74.11,4.00,null
SBVT,2010-01-25 03:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-25 04:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-25 05:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-25 06:00,77.90,25.50,91.97,0.00,null
SBVT,2010-01-25 07:00,77.00,25.00,94.19,0.00,null
SBVT,2010-01-25 08:00,77.00,25.00,94.19,2.00,null
SBVT,2010-01-25 09:00,77.00,25.00,94.19,2.00,null
SBVT,2010-01-25 10:00,80.60,27.00,83.66,3.00,null
SBVT,2010-01-25 11:00,84.20,29.00,74.44,10.00,null
SBVT,2010-01-25 12:00,86.00,30.00,69.01,6.00,null
SBVT,2010-01-25 13:00,89.60,32.00,59.01,12.00,null
SBVT,2010-01-25 14:00,89.60,32.00,59.01,9.00,null
SBVT,2010-01-25 15:00,91.40,33.00,52.48,12.00,null
SBVT,2010-01-25 16:00,91.40,33.00,55.77,16.00,null
SBVT,2010-01-25 17:00,89.60,32.00,52.23,20.00,null
SBVT,2010-01-25 18:00,89.42,31.90,57.22,20.00,null
SBVT,2010-01-25 19:00,86.00,30.00,55.04,18.00,null
SBVT,2010-01-25 20:00,84.20,29.00,62.03,20.00,null
SBVT,2010-01-25 21:00,84.20,29.00,62.03,14.00,null
SBVT,2010-01-25 22:00,82.40,28.00,69.90,12.00,null
SBVT,2010-01-25 23:00,80.60,27.00,74.11,10.00,null
SBVT,2010-01-26 00:00,80.96,27.20,75.06,10.00,null
SBVT,2010-01-26 01:00,80.60,27.00,78.76,6.00,null
SBVT,2010-01-26 02:00,80.60,27.00,78.76,5.00,null
SBVT,2010-01-26 03:00,78.80,26.00,78.62,4.00,null
SBVT,2010-01-26 04:00,77.00,25.00,83.44,4.00,null
SBVT,2010-01-26 05:00,73.40,23.00,88.51,4.00,null
SBVT,2010-01-26 06:00,73.76,23.20,85.31,4.00,null
SBVT,2010-01-26 07:00,73.40,23.00,88.51,3.00,null
SBVT,2010-01-26 08:00,77.00,25.00,88.67,0.00,null
SBVT,2010-01-26 09:00,77.00,25.00,83.44,2.00,null
SBVT,2010-01-26 10:00,78.80,26.00,83.55,2.00,null
SBVT,2010-01-26 11:00,82.40,28.00,61.81,12.00,null
SBVT,2010-01-26 12:00,85.10,29.50,55.95,6.00,null
SBVT,2010-01-26 13:00,89.60,32.00,43.34,10.00,null
SBVT,2010-01-26 14:00,89.60,32.00,46.14,12.00,null
SBVT,2010-01-26 15:00,91.40,33.00,43.61,8.00,null
SBVT,2010-01-26 16:00,89.60,32.00,49.10,12.00,null
SBVT,2010-01-26 17:00,89.60,32.00,52.23,14.00,null
SBVT,2010-01-26 18:00,89.24,31.80,53.15,14.00,null
SBVT,2010-01-26 19:00,87.80,31.00,55.29,15.00,null
SBVT,2010-01-26 20:00,87.80,31.00,55.29,16.00,null
SBVT,2010-01-26 21:00,86.00,30.00,58.55,18.00,null
SBVT,2010-01-26 22:00,82.40,28.00,65.74,9.00,null
SBVT,2010-01-26 23:00,82.40,28.00,65.74,8.00,null
SBVT,2010-01-27 00:00,80.60,27.00,67.60,4.00,null
SBVT,2010-01-27 01:00,78.80,26.00,73.95,4.00,null
SBVT,2010-01-27 02:00,78.80,26.00,73.95,4.00,null
SBVT,2010-01-27 03:00,80.60,27.00,74.11,2.00,null
SBVT,2010-01-27 04:00,80.60,27.00,78.76,2.00,null
SBVT,2010-01-27 05:00,80.60,27.00,78.76,2.00,null
SBVT,2010-01-27 06:00,79.70,26.50,79.17,0.00,null
SBVT,2010-01-27 07:00,80.60,27.00,78.76,4.00,null
SBVT,2010-01-27 08:00,78.80,26.00,78.62,2.00,null
SBVT,2010-01-27 08:27,78.80,26.00,83.55,0.00,null
SBVT,2010-01-27 09:00,78.80,26.00,88.75,4.00,null
SBVT,2010-01-27 10:00,80.60,27.00,74.11,6.00,null
SBVT,2010-01-27 11:00,82.40,28.00,69.90,10.00,null
SBVT,2010-01-27 12:00,84.56,29.20,62.46,10.00,null
SBVT,2010-01-27 13:00,86.00,30.00,58.55,12.00,null
SBVT,2010-01-27 14:00,89.60,32.00,52.23,12.00,null
SBVT,2010-01-27 15:00,89.60,32.00,52.23,16.00,null
SBVT,2010-01-27 16:00,91.40,33.00,49.36,18.00,null
SBVT,2010-01-27 17:00,87.80,31.00,55.29,20.00,null
SBVT,2010-01-27 18:00,89.60,32.00,51.59,20.00,null
SBVT,2010-01-27 19:00,87.80,31.00,51.98,16.00,null
SBVT,2010-01-27 20:00,86.00,30.00,66.15,20.00,null
SBVT,2010-01-27 21:00,84.20,29.00,65.95,16.00,null
SBVT,2010-01-27 22:00,82.40,28.00,69.90,12.00,null
SBVT,2010-01-27 23:00,80.60,27.00,74.11,8.00,null
SBVT,2010-01-28 00:00,80.96,27.20,73.70,6.00,null
SBVT,2010-01-28 01:00,80.60,27.00,74.11,6.00,null
SBVT,2010-01-28 02:00,80.60,27.00,74.11,4.00,null
SBVT,2010-01-28 03:00,78.80,26.00,69.52,0.00,null
SBVT,2010-01-28 04:00,78.80,26.00,73.95,0.00,null
SBVT,2010-01-28 05:00,77.00,25.00,78.48,0.00,null
SBVT,2010-01-28 06:00,77.90,25.50,75.71,0.00,null
SBVT,2010-01-28 07:00,78.80,26.00,73.95,0.00,null
SBVT,2010-01-28 08:00,77.00,25.00,78.48,0.00,null
SBVT,2010-01-28 09:00,77.00,25.00,88.67,0.00,null
SBVT,2010-01-28 10:00,80.60,27.00,74.11,5.00,null
SBVT,2010-01-28 11:00,84.20,29.00,65.95,8.00,null
SBVT,2010-01-28 12:00,86.72,30.40,59.73,9.00,null
SBVT,2010-01-28 13:00,87.80,31.00,55.29,13.00,null
SBVT,2010-01-28 14:00,89.60,32.00,52.23,12.00,null
SBVT,2010-01-28 15:00,89.60,32.00,52.23,12.00,null
SBVT,2010-01-28 16:00,91.40,33.00,52.48,18.00,null
SBVT,2010-01-28 17:00,89.60,32.00,59.01,17.00,null
SBVT,2010-01-28 18:00,88.88,31.60,60.00,14.00,null
SBVT,2010-01-28 19:00,87.80,31.00,62.47,18.00,null
SBVT,2010-01-28 20:00,87.80,31.00,62.47,16.00,null
SBVT,2010-01-28 21:00,84.20,29.00,70.08,14.00,null
SBVT,2010-01-28 22:00,82.40,28.00,74.28,10.00,null
SBVT,2010-01-28 23:00,80.60,27.00,83.66,4.00,null
SBVT,2010-01-29 00:00,80.96,27.20,84.19,3.00,null
SBVT,2010-01-29 01:00,80.60,27.00,83.66,0.00,null
SBVT,2010-01-29 02:00,80.60,27.00,83.66,0.00,null
SBVT,2010-01-29 03:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-29 04:00,78.80,26.00,88.75,0.00,null
SBVT,2010-01-29 05:00,78.80,26.00,88.75,4.00,null
SBVT,2010-01-29 06:00,77.72,25.40,93.08,2.00,null
SBVT,2010-01-29 07:00,77.00,25.00,94.19,0.00,null
SBVT,2010-01-29 08:00,77.00,25.00,94.19,0.00,null
SBVT,2010-01-29 09:00,77.00,25.00,94.19,0.00,null
SBVT,2010-01-29 10:00,80.60,27.00,88.83,4.00,null
SBVT,2010-01-29 11:00,78.80,26.00,88.75,4.00,null
SBVT,2010-01-29 12:00,82.76,28.20,81.82,8.00,null
SBVT,2010-01-29 13:00,86.00,30.00,66.15,10.00,null
SBVT,2010-01-29 14:00,87.80,31.00,62.47,6.00,null
SBVT,2010-01-29 15:00,91.40,33.00,52.48,10.00,null
SBVT,2010-01-29 16:00,93.20,34.00,46.67,16.00,null
SBVT,2010-01-29 17:00,91.40,33.00,49.36,20.00,null
SBVT,2010-01-29 18:00,89.60,32.00,56.56,22.00,null
SBVT,2010-01-29 19:00,89.60,32.00,55.53,22.00,null
SBVT,2010-01-29 20:00,86.00,30.00,66.15,22.00,null
SBVT,2010-01-29 21:00,84.20,29.00,62.03,14.00,null
SBVT,2010-01-29 22:00,84.20,29.00,70.08,8.00,null
SBVT,2010-01-29 23:00,82.40,28.00,74.28,2.00,null
SBVT,2010-01-30 00:00,81.50,27.50,76.02,2.00,null
SBVT,2010-01-30 01:00,80.60,27.00,78.76,2.00,null
SBVT,2010-01-30 02:00,80.60,27.00,78.76,0.00,null
SBVT,2010-01-30 03:00,80.60,27.00,78.76,2.00,null
SBVT,2010-01-30 04:00,77.00,25.00,94.19,2.00,null
SBVT,2010-01-30 05:00,77.00,25.00,94.19,0.00,null
SBVT,2010-01-30 06:00,76.46,24.70,93.04,2.00,null
SBVT,2010-01-30 07:00,75.20,24.00,94.14,2.00,null
SBVT,2010-01-30 08:00,75.20,24.00,94.14,2.00,null
SBVT,2010-01-30 09:00,77.00,25.00,88.67,2.00,null
SBVT,2010-01-30 10:00,80.60,27.00,78.76,4.00,null
SBVT,2010-01-30 11:00,84.20,29.00,70.08,6.00,null
SBVT,2010-01-30 12:00,86.00,30.00,64.17,12.00,null
SBVT,2010-01-30 13:00,89.60,32.00,52.23,10.00,null
SBVT,2010-01-30 14:00,93.20,34.00,46.67,14.00,null
SBVT,2010-01-30 15:00,91.40,33.00,40.96,14.00,null
SBVT,2010-01-30 16:00,91.40,33.00,46.41,12.00,null
SBVT,2010-01-30 17:00,91.40,33.00,46.41,12.00,null
SBVT,2010-01-30 18:00,89.60,32.00,49.10,20.00,null
SBVT,2010-01-30 19:00,87.80,31.00,51.98,18.00,null
SBVT,2010-01-30 20:00,84.20,29.00,62.03,16.00,null
SBVT,2010-01-30 21:00,84.20,29.00,62.03,12.00,null
SBVT,2010-01-30 22:00,82.40,28.00,69.90,10.00,null
SBVT,2010-01-30 23:00,82.40,28.00,69.90,8.00,null
SBVT,2010-01-31 00:00,81.68,27.60,70.25,6.00,null
SBVT,2010-01-31 01:00,80.60,27.00,74.11,5.00,null
SBVT,2010-01-31 02:00,80.60,27.00,74.11,4.00,null
SBVT,2010-01-31 03:00,80.60,27.00,74.11,3.00,null
SBVT,2010-01-31 04:00,78.80,26.00,78.62,0.00,null
SBVT,2010-01-31 05:00,78.80,26.00,78.62,0.00,null
SBVT,2010-01-31 06:00,78.08,25.60,81.00,4.00,null
SBVT,2010-01-31 07:00,78.80,26.00,78.62,4.00,null
SBVT,2010-01-31 08:00,78.80,26.00,78.62,0.00,null
SBVT,2010-01-31 09:00,77.00,25.00,78.48,2.00,null
SBVT,2010-01-31 10:00,78.80,26.00,73.95,5.00,null
SBVT,2010-01-31 11:00,82.40,28.00,78.90,7.00,null
SBVT,2010-01-31 12:00,82.76,28.20,77.05,12.00,null
SBVT,2010-01-31 13:00,89.60,32.00,55.53,9.00,null
SBVT,2010-01-31 14:00,91.40,33.00,49.36,11.00,null
SBVT,2010-01-31 15:00,91.40,33.00,49.36,12.00,null
SBVT,2010-01-31 16:00,91.40,33.00,49.36,14.00,null
SBVT,2010-01-31 17:00,89.60,32.00,52.23,15.00,null
SBVT,2010-01-31 18:00,88.88,31.60,55.10,14.00,null
SBVT,2010-01-31 19:00,87.80,31.00,58.78,16.00,null
SBVT,2010-01-31 20:00,84.20,29.00,65.95,14.00,null
SBVT,2010-01-31 21:00,84.20,29.00,70.08,12.00,null
SBVT,2010-01-31 22:00,82.40,28.00,74.28,10.00,null
SBVT,2010-01-31 23:00,82.40,28.00,78.90,6.00,null
SBVT,2010-02-01 00:00,82.40,28.00,77.02,5.00,null
SBVT,2010-02-01 01:00,82.40,28.00,78.90,3.00,null
SBVT,2010-02-01 02:00,80.60,27.00,78.76,0.00,null
SBVT,2010-02-01 03:00,80.60,27.00,78.76,2.00,null
SBVT,2010-02-01 04:00,78.80,26.00,83.55,2.00,null
SBVT,2010-02-01 05:00,78.80,26.00,83.55,2.00,null
SBVT,2010-02-01 06:00,78.08,25.60,84.01,3.00,null
SBVT,2010-02-01 07:00,78.80,26.00,83.55,2.00,null
SBVT,2010-02-01 08:00,77.00,25.00,83.44,0.00,null
SBVT,2010-02-01 09:00,77.00,25.00,88.67,2.00,null
SBVT,2010-02-01 10:00,80.60,27.00,78.76,2.00,null
SBVT,2010-02-01 11:00,84.20,29.00,74.44,4.00,null
SBVT,2010-02-01 12:00,86.00,30.00,65.35,12.00,null
SBVT,2010-02-01 13:00,89.60,32.00,55.53,12.00,null
SBVT,2010-02-01 14:00,91.40,33.00,52.48,14.00,null
SBVT,2010-02-01 15:00,91.40,33.00,52.48,13.00,null
SBVT,2010-02-01 16:00,91.40,33.00,49.36,14.00,null
SBVT,2010-02-01 17:00,89.60,32.00,52.23,16.00,null
SBVT,2010-02-01 18:00,90.14,32.30,53.93,19.00,null
SBVT,2010-02-01 19:00,87.80,31.00,55.29,18.00,null
SBVT,2010-02-01 20:00,86.00,30.00,51.72,20.00,null
SBVT,2010-02-01 21:00,84.20,29.00,65.95,20.00,null
SBVT,2010-02-01 22:00,84.20,29.00,70.08,8.00,null
SBVT,2010-02-01 23:00,82.40,28.00,74.28,10.00,null
SBVT,2010-02-02 00:00,83.12,28.40,73.90,6.00,null
SBVT,2010-02-02 01:00,82.40,28.00,78.90,2.00,null
SBVT,2010-02-02 02:00,82.40,28.00,78.90,4.00,null
SBVT,2010-02-02 03:00,80.60,27.00,78.76,0.00,null
SBVT,2010-02-02 04:00,80.60,27.00,78.76,0.00,null
SBVT,2010-02-02 05:00,78.80,26.00,83.55,0.00,null
SBVT,2010-02-02 06:00,79.16,26.20,83.07,0.00,null
SBVT,2010-02-02 07:00,78.80,26.00,83.55,0.00,null
SBVT,2010-02-02 08:00,77.00,25.00,88.67,0.00,null
SBVT,2010-02-02 09:00,77.00,25.00,88.67,2.00,null
SBVT,2010-02-02 10:00,80.60,27.00,78.76,4.00,null
SBVT,2010-02-02 11:00,84.20,29.00,70.08,8.00,null
SBVT,2010-02-02 12:00,86.36,30.20,65.00,10.00,null
SBVT,2010-02-02 13:00,89.60,32.00,62.68,12.00,null
SBVT,2010-02-02 14:00,89.60,32.00,59.01,10.00,null
SBVT,2010-02-02 15:00,89.60,32.00,55.53,18.00,null
SBVT,2010-02-02 16:00,91.40,33.00,52.48,20.00,null
SBVT,2010-02-02 17:00,89.60,32.00,49.10,20.00,null
SBVT,2010-02-02 18:00,89.78,32.10,43.64,24.00,null
SBVT,2010-02-02 19:00,87.80,31.00,55.29,16.00,null
SBVT,2010-02-02 20:00,86.00,30.00,58.55,16.00,null
SBVT,2010-02-02 21:00,84.20,29.00,62.03,15.00,null
SBVT,2010-02-02 22:00,84.20,29.00,65.95,17.00,null
SBVT,2010-02-02 23:00,82.40,28.00,74.28,12.00,null
SBVT,2010-02-03 00:00,81.32,27.40,77.87,9.00,null
SBVT,2010-02-03 01:00,80.60,27.00,78.76,5.00,null
SBVT,2010-02-03 02:00,80.60,27.00,83.66,4.00,null
SBVT,2010-02-03 03:00,80.60,27.00,83.66,4.00,null
SBVT,2010-02-03 04:00,80.60,27.00,83.66,2.00,null
SBVT,2010-02-03 05:00,80.60,27.00,83.66,2.00,null
SBVT,2010-02-03 06:00,79.52,26.40,89.85,0.00,null
SBVT,2010-02-03 07:00,78.80,26.00,88.75,0.00,null
SBVT,2010-02-03 08:00,78.80,26.00,88.75,4.00,null
SBVT,2010-02-03 09:00,77.00,25.00,94.19,2.00,null
SBVT,2010-02-03 10:00,80.60,27.00,74.11,4.00,null
SBVT,2010-02-03 11:00,82.40,28.00,78.90,12.00,null
SBVT,2010-02-03 12:00,86.90,30.50,62.74,12.00,null
SBVT,2010-02-03 13:00,87.80,31.00,58.78,10.00,null
SBVT,2010-02-03 14:00,89.60,32.00,52.23,10.00,null
SBVT,2010-02-03 15:00,91.40,33.00,49.36,14.00,null
SBVT,2010-02-03 16:00,93.20,34.00,52.73,20.00,null
SBVT,2010-02-03 17:00,91.40,33.00,55.77,20.00,null
SBVT,2010-02-03 18:00,90.32,32.40,54.95,18.00,null
SBVT,2010-02-03 19:00,89.60,32.00,55.53,16.00,null
SBVT,2010-02-03 20:00,87.80,31.00,58.78,20.00,null
SBVT,2010-02-03 21:00,84.20,29.00,70.08,18.00,null
SBVT,2010-02-03 22:00,82.40,28.00,74.28,12.00,null
SBVT,2010-02-03 23:00,82.40,28.00,74.28,8.00,null
SBVT,2010-02-04 00:00,82.04,27.80,76.99,4.00,null
SBVT,2010-02-04 01:00,82.40,28.00,74.28,4.00,null
SBVT,2010-02-04 02:00,80.60,27.00,78.76,3.00,null
